program,type,fy,state_abbr,GEOID,NAME,population,B01003_001M,mhi,B19013_001M,below_poverty,B17001_002M,white_non_hispanic,B03002_003M,pct_below_poverty,pct_poc,place_name
CW,srf,23,MS,2815700,"Corinth city, Mississippi",14520,22,40546,4805,3033,610,10609,435,20.888429752066116,26.93526170798897,Corinth
CW,srf,23,OH,3910940,"Caldwell village, Ohio",2110,340,46250,6490,414,191,2032,339,19.620853080568722,3.6966824644549803,Caldwell
CW,srf,23,MS,2805100,"Belmont town, Mississippi",2606,453,40902,11640,508,251,2140,391,19.493476592478896,17.88181120491174,Belmont
CW,srf,23,NE,3111020,"Cozad city, Nebraska",3943,29,54485,10468,579,206,3395,173,14.6842505706315,13.898047172203903,Cozad
CW,srf,23,WY,5648530,"Lusk town, Wyoming",1505,188,46797,25877,309,198,1254,186,20.53156146179402,16.677740863787378,Lusk
CW,srf,23,SC,4518565,"Darlington city, South Carolina",6172,28,33750,7341,1839,544,2146,397,29.795852235904086,65.23007128969539,Darlington
CW,srf,23,MO,2957116,"Perryville city, Missouri",8536,21,52500,8425,1445,414,7638,162,16.92830365510778,10.52014995313965,Perryville
CW,srf,23,SC,4519420,"Dillon city, South Carolina",6454,21,34086,8705,2474,553,2547,470,38.33281685776263,60.53610164239232,Dillon
CW,srf,23,NY,3659223,"Port Chester village, New York",31288,44,92116,8403,4442,976,8402,1181,14.197136282280749,73.14625415494758,Port Chester
CW,srf,23,VT,5033400,"Hinesburg CDP, Vermont",790,276,62888,26801,57,90,650,257,7.215189873417721,17.721518987341767,Hinesburg
CW,srf,23,MO,2946388,"Marshfield city, Missouri",7501,27,63842,4131,1502,398,6602,354,20.02399680042661,11.985068657512329,Marshfield
CW,srf,23,NC,3731060,"Hickory city, North Carolina",43352,58,58251,3489,6931,1000,28393,1200,15.987728363166637,34.50590514855139,Hickory
CW,srf,23,MN,2718134,"Eden Valley city, Minnesota",1024,155,59118,4738,125,74,935,151,12.20703125,8.69140625,Eden Valley
CW,srf,23,OH,3907916,"Bowerston village, Ohio",473,172,29167,16218,154,115,459,172,32.55813953488372,2.959830866807607,Bowerston
CW,srf,23,OH,3901420,"Alliance city, Ohio",21603,84,51721,4660,4627,761,18384,513,21.418321529417213,14.900708234967368,Alliance
CW,srf,23,CA,0669112,"Santa Cruz city, California",61367,67,105491,8328,9757,1106,37449,1010,15.899424772271741,38.975345055159934,Santa Cruz
CW,srf,23,SC,4500550,"Aiken city, South Carolina",32014,45,65712,7263,4873,947,18221,1074,15.221465608796153,43.084275629412126,Aiken
CW,srf,23,MN,2771734,"Worthington city, Minnesota",13838,56,58690,4877,2087,544,5283,207,15.081659199306257,61.82251770487064,Worthington
CW,srf,23,SC,4534810,"Honea Path town, South Carolina",3662,44,50375,24626,839,458,3040,237,22.910977607864556,16.985253959584924,Honea Path
CW,srf,23,MI,2629000,"Flint city, Michigan",81863,50,35451,1756,26639,1751,27569,1283,32.540952567093804,66.32300306609824,Flint
CW,srf,23,AK,0224230,"Fairbanks city, Alaska",32496,58,69914,3233,2894,514,18674,991,8.90571147218119,42.53446578040374,Fairbanks
CW,srf,23,KY,2145064,"Lewisburg city, Kentucky",1084,315,35469,3741,282,128,1031,312,26.014760147601475,4.8892988929889185,Lewisburg
CW,srf,23,MI,2653020,"Menominee city, Michigan",8429,32,46821,3500,1115,218,7883,164,13.228140941986,6.477636730335746,Menominee
CW,srf,23,MO,2907534,"Bourbon city, Missouri",1759,377,59327,11319,333,169,1424,310,18.93121091529278,19.04491188175099,Bourbon
CW,srf,23,WI,5580225,"Tony village, Wisconsin",127,42,86250,50399,7,6,113,40,5.511811023622047,11.023622047244103,Tony
CW,srf,23,WI,5555875,"Nekoosa city, Wisconsin",2489,305,40833,11153,463,219,2171,319,18.601848131779832,12.776215347529131,Nekoosa
CW,srf,23,KY,2163372,"Providence city, Kentucky",2883,16,49954,12212,616,249,2455,103,21.36663198057579,14.845646895594868,Providence
CW,srf,23,MA,2500135,"Abington CDP, Massachusetts",17003,46,120535,9127,921,414,14623,698,5.416691172146091,13.997529847673945,Abington
CW,srf,23,MA,2521815,"Essex CDP, Massachusetts",1880,352,143615,24320,176,196,1856,357,9.361702127659575,1.2765957446808471,Essex
CW,srf,23,CA,0645736,"Maricopa city, California",1217,206,45685,7729,222,106,609,160,18.241577649958916,49.95891536565325,Maricopa
CW,srf,23,NC,3736860,"Landis town, North Carolina",3663,23,73571,31324,203,201,2396,589,5.541905541905542,34.58913458913459,Landis
CW,srf,23,AL,0111416,"Calera city, Alabama",16644,38,73775,5595,1443,427,10101,735,8.669790915645278,39.31146359048305,Calera
CW,srf,23,SD,4667020,"Viborg city, South Dakota",770,149,46316,10237,131,84,720,129,17.01298701298701,6.4935064935065014,Viborg
CW,srf,23,CO,0862660,"Ramah town, Colorado",87,41,NA,NA,2,4,72,38,2.2988505747126435,17.241379310344826,Ramah
CW,srf,23,MO,2944390,"Ludlow town, Missouri",148,75,51875,23889,35,23,146,76,23.64864864864865,1.3513513513513544,Ludlow
CW,srf,23,ND,3812940,"Cavalier city, North Dakota",1360,197,55387,8815,106,51,1233,193,7.794117647058823,9.338235294117652,Cavalier
CW,srf,23,MI,2624120,"East Lansing city, Michigan",45403,361,44094,5222,10520,931,33411,969,23.170275091954277,26.412351606722012,East Lansing
CW,srf,23,OK,4006600,"Blackwell city, Oklahoma",6132,31,47333,4226,1107,349,4152,378,18.05283757338552,32.289628180039145,Blackwell
CW,srf,23,NE,3102690,"Aurora city, Nebraska",4656,25,66328,6314,245,202,4405,114,5.262027491408935,5.390893470790388,Aurora
CW,srf,23,ND,3856700,"New Salem city, North Dakota",939,190,70469,11038,55,26,925,187,5.857294994675186,1.49094781682642,New Salem
CW,srf,23,CA,0633336,"Herlong CDP, California",1280,173,61250,49162,46,36,419,145,3.5937499999999996,67.265625,Herlong
CW,srf,23,MO,2912898,"Centralia city, Missouri",4570,14,61172,9975,520,229,4076,304,11.37855579868709,10.809628008752739,Centralia
CW,srf,23,KY,2177160,"Tompkinsville city, Kentucky",2699,453,36436,7188,689,276,2258,449,25.52797332345313,16.339384957391616,Tompkinsville
CW,srf,23,KY,2167458,"Russell city, Kentucky",3704,21,80750,17211,297,182,3386,168,8.018358531317494,8.585313174946009,Russell
CW,srf,23,KY,2104816,"Bedford city, Kentucky",303,140,33750,16841,79,63,296,134,26.072607260726073,2.310231023102304,Bedford
CW,srf,23,NJ,3400760,"Allentown borough, New Jersey",1817,208,113438,18100,64,43,1552,193,3.5222894881673086,14.584479911942765,Allentown
CW,srf,23,SC,4513600,"Cheraw town, South Carolina",5056,19,30658,12995,1626,506,2256,430,32.15981012658228,55.379746835443036,Cheraw
CW,srf,23,MI,2661320,"Oscoda CDP, Michigan",918,248,40242,10611,96,67,765,221,10.457516339869281,16.666666666666657,Oscoda
CW,srf,23,MI,2615000,"Cheboygan city, Michigan",4782,31,39919,5663,771,248,4203,136,16.122961104140526,12.107904642409025,Cheboygan
CW,srf,23,NE,3139030,"Phillips village, Nebraska",317,95,75000,14523,77,69,251,72,24.290220820189273,20.820189274447955,Phillips
CW,srf,23,NY,3637275,"Ilion village, New York",7703,80,71556,6517,797,379,7117,242,10.346618200701025,7.607425678307152,Ilion
CW,srf,23,CA,0655856,"Parlier city, California",14625,58,50026,5937,3988,919,405,346,27.268376068376064,97.23076923076923,Parlier
CW,srf,23,CA,0624960,"Forestville CDP, California",3632,567,105536,31588,239,123,2777,544,6.580396475770925,23.540748898678416,Forestville
CW,srf,23,KY,2112016,"Calvert City city, Kentucky",2524,18,39974,22163,466,158,2453,54,18.462757527733757,2.8129952456418295,Calvert City
CW,srf,23,CA,0622804,"Escondido city, California",151114,117,77554,2340,19796,2119,52774,2420,13.100043675635614,65.07669706314438,Escondido
CW,srf,23,IA,1959835,"Osceola city, Iowa",5455,365,55208,26583,1049,495,3636,387,19.23006416131989,33.3455545371219,Osceola
CW,srf,23,VT,5066175,"South Burlington city, Vermont",20241,67,90410,4871,1605,449,16344,574,7.929450125981918,19.253001333926193,South Burlington
CW,srf,23,MN,2727746,"Hawley city, Minnesota",2065,359,86667,14696,172,146,2001,354,8.329297820823244,3.099273607748188,Hawley
CW,srf,23,KY,2120224,"Dawson Springs city, Kentucky",2026,379,34615,13310,451,147,1906,377,22.26061204343534,5.92300098716683,Dawson Springs
CW,srf,23,SD,4673060,"Yankton city, South Dakota",15421,52,60180,7412,1154,270,13123,176,7.483301990791777,14.901757343881712,Yankton
CW,srf,23,CA,0685586,"Williams city, California",5539,35,84457,17864,302,234,676,243,5.452247698140458,87.79563098032136,Williams
CW,srf,23,OH,3975896,"Swanton village, Ohio",4133,557,67367,3355,308,230,3776,545,7.452213888216792,8.637793370433101,Swanton
CW,srf,23,DE,1077580,"Wilmington city, Delaware",71034,49,54731,3438,16673,1403,21298,1292,23.471858546611482,70.017174874004,Wilmington
CW,srf,23,AZ,0454050,"Peoria city, Arizona",191292,84,86759,2775,15904,1675,122919,2888,8.313991175794074,35.74273884950756,Peoria
CW,srf,23,MN,2768764,"Waverly city, Minnesota",1803,257,108731,3179,128,41,1619,241,7.0992789794786475,10.20521353300056,Waverly
CW,srf,23,GA,1355860,"Norman Park city, Georgia",1121,385,53833,13755,264,156,730,300,23.550401427297057,34.879571810883135,Norman Park
CW,srf,23,MN,2728520,"Henning city, Minnesota",771,89,43611,9060,108,39,701,79,14.007782101167315,9.079118028534367,Henning
CW,srf,23,OH,3975602,"Sunbury village, Ohio",6933,35,92115,12304,533,278,6076,323,7.687869609115823,12.361171210154325,Sunbury
CW,srf,23,OH,3958002,"Ohio City village, Ohio",737,255,55543,9048,71,53,638,230,9.633649932157395,13.432835820895534,Ohio City
CW,srf,23,OH,3923730,"East Liverpool city, Ohio",9969,34,34560,4943,3099,547,8482,383,31.08636773999398,14.916240345069724,East Liverpool
CW,srf,23,NC,3766460,"Swepsonville town, North Carolina",2464,393,84737,19011,114,94,1661,320,4.626623376623376,32.58928571428571,Swepsonville
CW,srf,23,NY,3647988,"Monroe village, New York",9420,34,115451,11750,652,396,5183,753,6.921443736730361,44.97876857749469,Monroe
CW,srf,23,OH,3942084,"Laurelville village, Ohio",585,211,50357,37620,72,54,525,197,12.307692307692308,10.256410256410248,Laurelville
CW,srf,23,NY,3637528,"Interlaken village, New York",503,89,59167,18174,50,31,420,79,9.940357852882704,16.500994035785283,Interlaken
CW,srf,23,NE,3120260,"Gretna city, Nebraska",9019,46,117553,10418,269,151,8274,284,2.9825923051336067,8.26033928373434,Gretna
CW,srf,23,GA,1345768,"Leesburg city, Georgia",3465,26,55417,16302,867,368,1711,301,25.02164502164502,50.62049062049062,Leesburg
CW,srf,23,SC,4512655,"Cayce city, South Carolina",13755,587,56976,5547,2457,597,8324,851,17.862595419847327,39.48382406397673,Cayce
CW,srf,23,NC,3770820,"Walnut Creek village, North Carolina",1570,455,149875,55764,89,87,1490,451,5.6687898089171975,5.095541401273891,Walnut Creek
CW,srf,23,IL,1775276,"Tilton village, Illinois",2694,42,51364,8830,256,180,2569,114,9.502598366740905,4.639940608760213,Tilton
CW,srf,23,GA,1324376,"Dublin city, Georgia",15985,33,37734,4924,5423,702,4730,471,33.92555520800751,70.40975914920239,Dublin
CW,srf,23,OK,4010950,"Calera town, Oklahoma",2896,24,54813,9756,386,145,1878,160,13.328729281767956,35.151933701657455,Calera
CW,srf,23,OR,4161200,"Redmond city, Oregon",34191,34,72798,8039,2818,661,28125,1026,8.241935012137697,17.74151092392735,Redmond
CW,srf,23,MO,2945740,"Mansfield city, Missouri",1351,281,30870,4183,412,145,1347,281,30.495928941524795,0.29607698001480287,Mansfield
CW,srf,23,IA,1981840,"Walford city, Iowa",1434,191,108864,19568,18,12,1350,185,1.2552301255230125,5.857740585774067,Walford
CW,srf,23,WV,5474380,"Sistersville city, West Virginia",1261,202,38950,23164,336,142,1063,208,26.645519429024585,15.70182394924663,Sistersville
CW,srf,23,WV,5470156,"Ronceverte city, West Virginia",1426,311,40605,6854,293,129,1289,294,20.546984572230016,9.607293127629731,Ronceverte
CW,srf,23,WV,5413108,"Capon Bridge town, West Virginia",526,219,63125,13516,154,147,509,215,29.277566539923956,3.2319391634980974,Capon Bridge
CW,srf,23,WI,5562450,"Phillips city, Wisconsin",1578,170,41950,3567,375,93,1320,150,23.76425855513308,16.34980988593155,Phillips
CW,srf,23,WI,5536800,"Independence city, Wisconsin",1267,182,51354,4302,175,66,903,156,13.812154696132598,28.72928176795581,Independence
CW,srf,23,WI,5526675,"Fort Atkinson city, Wisconsin",12522,30,72215,6213,805,264,11124,398,6.428685513496246,11.16435074269286,Fort Atkinson
CW,srf,23,GA,1360004,"Pembroke city, Georgia",2542,18,66488,11346,402,189,1568,264,15.814319433516916,38.31628638867034,Pembroke
CW,srf,23,TN,4780200,"White House city, Tennessee",13305,27,85404,6269,611,299,11764,492,4.592258549417512,11.582111987974443,White House
CW,srf,23,TN,4778560,"Waverly city, Tennessee",4284,12,43750,8668,488,294,3971,158,11.391223155929039,7.306255835667599,Waverly
CW,srf,23,MO,2959330,"Potosi city, Missouri",2559,32,39676,6737,429,186,2358,94,16.764361078546308,7.854630715123093,Potosi
CW,srf,23,TN,4700620,"Alexandria town, Tennessee",1160,287,45694,9464,268,143,974,272,23.103448275862068,16.034482758620697,Alexandria
CW,srf,23,WV,5412436,"Camden-on-Gauley town, West Virginia",154,88,42500,18512,25,28,89,53,16.233766233766232,42.2077922077922,Camden-on-Gauley
CW,srf,23,VT,5059200,"Richmond CDP, Vermont",689,221,59960,58922,32,28,626,199,4.644412191582003,9.143686502177076,Richmond
CW,srf,23,LA,2239755,"Kinder town, Louisiana",1934,421,39097,18577,487,226,1406,366,25.180972078593587,27.30093071354706,Kinder
CW,srf,23,SD,4622260,"Fort Pierre city, South Dakota",2522,141,81150,12361,80,59,2248,166,3.1720856463124503,10.864393338620133,Fort Pierre
CW,srf,23,MT,3058750,"Polson city, Montana",5218,33,48866,7138,945,283,3204,328,18.11038712150249,38.597163664239176,Polson
CW,srf,23,NC,3739360,"Louisburg town, North Carolina",3099,26,41813,30931,689,351,1171,298,22.23297838012262,62.213617295901905,Louisburg
CW,srf,23,WI,5533150,"Hatfield CDP, Wisconsin",175,64,60795,9696,11,10,173,64,6.2857142857142865,1.1428571428571388,Hatfield
CW,srf,23,WI,5503775,"Auburndale village, Wisconsin",882,240,78362,2778,31,18,836,242,3.5147392290249435,5.215419501133795,Auburndale
CW,srf,23,KS,2001975,"Anthony city, Kansas",2290,170,51117,2506,285,109,2082,172,12.445414847161572,9.082969432314414,Anthony
CW,srf,23,NM,3535040,"Jal city, New Mexico",2258,340,56731,13252,588,264,937,261,26.04074402125775,58.50310008857396,Jal
CW,srf,23,MO,2935186,"Indian Point village, Missouri",447,102,75625,18060,26,16,408,93,5.8165548098434,8.724832214765101,Indian Point
CW,srf,23,FL,1209625,"Bushnell city, Florida",3081,17,41700,11793,759,315,2376,239,24.634858812074,22.882181110029208,Bushnell
CW,srf,23,CA,0687042,"Yucaipa city, California",54428,36,85075,7616,4584,790,30910,2131,8.422135665466305,43.209377526273244,Yucaipa
CW,srf,23,FL,1249225,"North Bay Village city, Florida",8024,22,76815,17019,739,315,1964,649,9.2098703888335,75.52342971086739,North Bay Village
CW,srf,23,FL,1245975,"Miramar city, Florida",135158,64,81812,3938,11063,2057,13726,1866,8.185235058228148,89.84447831426922,Miramar
CW,srf,23,IA,1937605,"Humeston city, Iowa",510,103,48600,4760,80,49,459,100,15.686274509803921,10,Humeston
CW,srf,23,IA,1917940,"Cushing city, Iowa",228,96,63333,8819,50,66,210,96,21.929824561403507,7.89473684210526,Cushing
CW,srf,23,GA,1376168,"Thomaston city, Georgia",9720,28,30298,9639,3343,711,5208,513,34.39300411522634,46.41975308641976,Thomaston
CW,srf,23,NY,3654485,"Ogdensburg city, New York",9902,35,58184,5818,1566,404,8612,181,15.814986871339123,13.027671177539887,Ogdensburg
CW,srf,23,IL,1715599,"Collinsville city, Illinois",24294,31,63155,4111,3136,645,17820,672,12.90853708734667,26.648555198814535,Collinsville
CW,srf,23,GA,1309460,"Boston city, Georgia",1108,275,37500,16725,364,184,362,151,32.851985559566785,67.32851985559567,Boston
CW,srf,23,NE,3116410,"Fairbury city, Nebraska",3913,20,47518,5544,618,193,3428,85,15.793508816764632,12.394582162024022,Fairbury
CW,srf,23,IA,1975630,"Storm Lake city, Iowa",11194,60,54615,1615,660,238,3867,331,5.896015722708594,65.45470787922102,Storm Lake
CW,srf,23,IA,1962355,"Perry city, Iowa",7875,26,57276,11127,1072,418,4883,429,13.612698412698412,37.993650793650794,Perry
CW,srf,23,IA,1952815,"Mingo city, Iowa",346,81,67000,26600,19,16,335,79,5.491329479768786,3.179190751445077,Mingo
CW,srf,23,IA,1939405,"Janesville city, Iowa",1063,198,88625,24783,41,30,1045,196,3.8570084666039515,1.6933207902163616,Janesville
CW,srf,23,MA,2560820,"Sharon CDP, Massachusetts",5983,654,173938,8280,119,95,4564,555,1.988968744776868,23.71719872973425,Sharon
CW,srf,23,MO,2961418,"Rich Hill city, Missouri",1384,253,43205,6675,361,226,1295,244,26.083815028901736,6.430635838150295,Rich Hill
CW,srf,23,NY,3657243,"Perry village, New York",3533,70,59539,3350,386,187,3007,287,10.925559015001415,14.888196999716953,Perry
CW,srf,23,KY,2158836,"Paducah city, Kentucky",26869,32,46984,3584,5754,628,18799,445,21.415013584428152,30.034612378577535,Paducah
CW,srf,23,CA,0649362,"Morro Bay city, California",10766,37,88547,6808,1035,313,8059,587,9.613598365223854,25.143971762957463,Morro Bay
CW,srf,23,KY,2129260,"Frenchburg city, Kentucky",757,220,29028,16877,248,134,675,199,32.76089828269485,10.832232496697486,Frenchburg
CW,srf,23,IL,1782985,"Wood Dale city, Illinois",13903,38,86441,4886,706,260,8877,771,5.078040710637992,36.15047112134072,Wood Dale
CW,srf,23,IL,1753000,"Niles village, Illinois",30637,240,75783,4670,2257,781,19119,1101,7.366909292685316,37.59506479093906,Niles
CW,srf,23,IL,1723620,"Elmhurst city, Illinois",45648,63,143492,7581,1636,357,35510,900,3.5839467227479846,22.20907816333684,Elmhurst
CW,srf,23,NJ,3436510,"Kearny town, New Jersey",41157,40,81307,2892,4264,930,13363,928,10.360327526301722,67.53164710741794,Kearny
CW,srf,23,OH,3938920,"Jeffersonville village, Ohio",1085,214,38438,9862,401,160,1004,203,36.95852534562212,7.465437788018434,Jeffersonville
CW,srf,23,IL,1705573,"Berwyn city, Illinois",56556,64,71300,5828,6186,1250,14811,1179,10.937831529811161,73.81179715680034,Berwyn
CW,srf,23,CA,0670322,"Saticoy CDP, California",1628,809,81491,26568,76,63,107,53,4.668304668304668,93.42751842751842,Saticoy
CW,srf,23,WA,5347315,"Mossyrock city, Washington",911,292,39450,10465,215,176,434,176,23.600439077936333,52.36004390779364,Mossyrock
CW,srf,23,CA,0642328,"Loleta CDP, California",532,213,69318,46182,35,38,449,185,6.578947368421052,15.601503759398497,Loleta
CW,srf,23,WA,5325615,"Friday Harbor town, Washington",2647,21,62300,7112,327,92,2081,99,12.3536078579524,21.382697393275407,Friday Harbor
CW,srf,23,ID,1642130,"Juliaetta city, Idaho",585,124,54135,11034,34,25,516,121,5.811965811965812,11.794871794871796,Juliaetta
CW,srf,23,ME,2310565,"Caribou city, Maine",7454,38,47803,10233,991,281,6875,141,13.294875234773276,7.767641534746446,Caribou
CW,srf,23,GA,1303236,"Ashburn city, Georgia",4223,15,35987,6598,1039,385,992,179,24.603362538479754,76.50959033862183,Ashburn
CW,srf,23,NJ,3474210,"Tuckerton borough, New Jersey",3582,28,80957,6102,131,73,3190,188,3.657174762702401,10.943606923506422,Tuckerton
CW,srf,23,AZ,0468080,"Somerton city, Arizona",14278,21,64180,16030,2381,819,529,289,16.676005042723073,96.2949992996218,Somerton
CW,srf,23,IA,1916050,"Coon Rapids city, Iowa",1324,183,61058,6855,154,56,1241,177,11.63141993957704,6.268882175226594,Coon Rapids
CW,srf,23,IA,1982875,"Waverly city, Iowa",10399,21,78278,7174,876,249,9326,124,8.423886912203097,10.31829983652274,Waverly
CW,srf,23,IA,1965820,"Raymond city, Iowa",810,145,60972,10269,20,15,801,146,2.4691358024691357,1.1111111111111143,Raymond
CW,srf,23,IA,1923970,"Eddyville city, Iowa",1187,305,59006,10031,212,154,1149,303,17.860151642796968,3.201347935973047,Eddyville
CW,srf,23,IA,1916230,"Coralville city, Iowa",22494,41,67691,9578,2288,609,15257,839,10.171601315906464,32.173023917489104,Coralville
CW,srf,23,TX,4879492,"Willow Park city, Texas",5055,17,104931,23343,493,575,4563,201,9.752720079129574,9.732937685459945,Willow Park
CW,srf,23,LA,2267880,"Saline village, Louisiana",243,101,37321,13671,30,21,196,96,12.345679012345679,19.341563786008237,Saline
CW,srf,23,OK,4047450,"Meeker town, Oklahoma",1292,194,39808,9220,231,113,831,164,17.879256965944272,35.681114551083596,Meeker
CW,srf,23,NM,3531820,"Hatch village, New Mexico",1673,477,42917,6280,465,271,261,160,27.794381350866708,84.39928272564256,Hatch
CW,srf,23,MN,2723714,"Gilbert city, Minnesota",1821,205,51250,7898,332,113,1766,198,18.231740801757276,3.0203185063152063,Gilbert
CW,srf,23,VA,5130496,"Gate City town, Virginia",1910,280,37543,12533,362,127,1829,277,18.952879581151834,4.240837696335078,Gate City
CW,srf,23,OK,4020500,"Dewar town, Oklahoma",739,136,57000,29037,127,55,410,79,17.185385656292286,44.51962110960758,Dewar
CW,srf,23,ID,1632500,"Grace city, Idaho",1413,199,69858,9350,57,35,1040,199,4.033970276008493,26.397735314932774,Grace
CW,srf,23,TX,4809640,"Bowie city, Texas",5483,25,60659,8073,782,420,4943,247,14.262265183293819,9.848623016596761,Bowie
CW,srf,23,IL,1747423,"Mascoutah city, Illinois",8762,220,93403,8171,863,449,6953,562,9.849349463592787,20.645971239443057,Mascoutah
CW,srf,23,WI,5577975,"Suamico village, Wisconsin",12878,32,111320,5145,214,123,11598,464,1.6617487187451467,9.939431588756023,Suamico
CW,srf,23,TX,4809916,"Brady city, Texas",5129,296,50197,15690,616,287,2580,283,12.010138428543577,49.69779684148957,Brady
CW,srf,23,FL,1207450,"Bonifay city, Florida",2760,25,32750,9481,814,262,1981,154,29.492753623188406,28.22463768115942,Bonifay
CW,srf,23,WI,5501725,"Amery city, Wisconsin",2959,15,71111,5071,166,105,2878,53,5.610003379520108,2.737411287597155,Amery
CW,srf,23,WA,5379380,"Winthrop town, Washington",408,183,60263,12382,13,12,247,103,3.1862745098039214,39.4607843137255,Winthrop
CW,srf,23,AK,0258660,"Palmer city, Alaska",6091,62,68929,4296,564,105,4175,227,9.259563290100148,31.456246921687736,Palmer
CW,srf,23,WA,5344165,"Mattawa city, Washington",3506,27,45500,14151,767,263,0,13,21.876782658300055,100,Mattawa
CW,srf,23,WA,5327435,"Goldendale city, Washington",3448,12,45467,13580,940,424,3177,114,27.262180974477957,7.859628770301612,Goldendale
CW,srf,23,MN,2715310,"Deer River city, Minnesota",908,188,37813,7493,188,97,681,152,20.704845814977972,25,Deer River
CW,srf,23,WA,5307870,"Bridgeport city, Washington",2416,430,52083,7727,472,215,202,78,19.5364238410596,91.63907284768212,Bridgeport
CW,srf,23,NC,3722040,"Everetts town, North Carolina",269,233,55000,53388,29,27,196,161,10.780669144981413,27.13754646840148,Everetts
CW,srf,23,NC,3770860,"Walstonburg town, North Carolina",247,112,40000,26383,53,34,174,61,21.45748987854251,29.554655870445345,Walstonburg
CW,srf,23,GA,1332482,"Georgetown CDP, Georgia",12490,1186,70640,6796,967,438,5780,906,7.742193755004004,53.72297838270617,Georgetown
CW,srf,23,IA,1959925,"Oskaloosa city, Iowa",11492,34,57949,5866,1836,436,10441,129,15.976331360946746,9.145492516533238,Oskaloosa
CW,srf,23,IA,1956100,"New Hampton city, Iowa",3473,20,60052,11156,314,124,3215,119,9.041174776849987,7.4287359631442484,New Hampton
CW,srf,23,GA,1376280,"Thomson city, Georgia",6839,35,42793,8129,1011,475,1715,416,14.78286299166545,74.92323439099283,Thomson
CW,srf,23,DE,1050670,"Newark city, Delaware",30655,56,67738,5631,5702,642,20597,929,18.600554558799544,32.810308269450346,Newark
CW,srf,23,AR,0534900,"Jasper city, Arkansas",618,267,28488,6436,128,74,542,259,20.711974110032365,12.297734627831716,Jasper
CW,srf,23,MO,2937574,"Jonesburg city, Missouri",699,204,77969,47709,118,75,616,189,16.88125894134478,11.874105865522182,Jonesburg
CW,srf,23,IL,1723009,"Eldorado city, Illinois",3797,270,35799,10500,1009,310,3581,296,26.573610745325254,5.688701606531481,Eldorado
CW,srf,23,IL,1728950,"Georgetown CDP, Illinois",423,140,70655,7897,135,106,383,138,31.914893617021278,9.456264775413715,Georgetown
CW,srf,23,TX,4837112,"Ivanhoe city, Texas",1374,357,38500,13293,300,188,1139,306,21.83406113537118,17.103347889374092,Ivanhoe
CW,srf,23,CO,0829680,"Genoa town, Colorado",126,45,46250,16490,39,31,123,47,30.952380952380953,2.3809523809523796,Genoa
CW,srf,23,NJ,3478110,"Wenonah borough, New Jersey",2213,218,127125,32294,28,26,2133,237,1.2652507907817443,3.6150022593764106,Wenonah
CW,srf,23,WA,5376510,"Waterville town, Washington",1488,318,71964,14148,79,62,1171,272,5.309139784946237,21.30376344086021,Waterville
CW,srf,23,MN,2744980,"Nashwauk city, Minnesota",1091,143,59615,17948,92,39,949,128,8.43263061411549,13.01558203483043,Nashwauk
CW,srf,23,OH,3939872,"Kent city, Ohio",27336,27,37505,3816,5578,791,21923,887,20.40532630962833,19.801726660813586,Kent
CW,srf,23,IA,1924870,"Elk Run Heights city, Iowa",886,149,67045,9406,33,21,809,141,3.724604966139955,8.690744920993225,Elk Run Heights
CW,srf,23,KY,2151024,"Maysville city, Kentucky",8831,19,41171,5897,2022,402,7651,247,22.896614199977353,13.36202015626769,Maysville
CW,srf,23,MO,2927874,"Goodman city, Missouri",1207,313,40913,6245,275,157,923,265,22.783761391880695,23.529411764705884,Goodman
CW,srf,23,WI,5558025,"North Freedom village, Wisconsin",693,116,72000,21854,145,75,646,108,20.923520923520925,6.78210678210678,North Freedom
CW,srf,23,NJ,3433150,"Hopewell borough, New Jersey",1825,241,137138,21321,41,33,1679,234,2.246575342465753,8,Hopewell
CW,srf,23,IL,1717497,"Crestwood village, Illinois",10737,29,73219,9850,1187,346,7889,439,11.055229579957157,26.525100121076647,Crestwood
CW,srf,23,OH,3906194,"Bettsville village, Ohio",693,202,61250,5529,77,55,557,154,11.11111111111111,19.624819624819622,Bettsville
CW,srf,23,WI,5502250,"Antigo city, Wisconsin",8075,28,45581,6041,1366,384,7420,137,16.91640866873065,8.111455108359138,Antigo
CW,srf,23,WA,5353720,"Pateros city, Washington",668,279,64531,38064,181,163,281,146,27.095808383233532,57.93413173652694,Pateros
CW,srf,23,NC,3725580,"Gastonia city, North Carolina",80615,63,58047,2778,11585,1160,43336,1261,14.370774669726478,46.24325497736154,Gastonia
CW,srf,23,IA,1985845,"Williamsburg city, Iowa",3332,15,78861,18259,117,67,3065,118,3.5114045618247296,8.01320528211285,Williamsburg
CW,srf,23,IA,1973335,"Sioux City city, Iowa",85469,36,64250,2671,12258,1376,54710,547,14.342042143935227,35.988487053785576,Sioux City
CW,srf,23,IA,1963750,"Pleasantville city, Iowa",1840,338,66534,7640,134,101,1684,332,7.282608695652174,8.478260869565219,Pleasantville
CW,srf,23,NC,3775060,"Winterville town, North Carolina",10510,38,82969,13804,736,285,5836,634,7.002854424357754,44.47193149381541,Winterville
CW,srf,23,NC,3761060,"Sharpsburg town, North Carolina",1504,449,35521,12110,257,164,580,293,17.087765957446805,61.43617021276596,Sharpsburg
